,Unnamed: 0,DateTime,Price_EUR_MWh,Datetime_UTC,Total_MWh,PV_and_Wind_MWh,Wind_Offshore_MWh,Wind_Onshore_MWh,Photovoltaics_MWh,Other_MWh,Forecasted_Grid Load_(Forecasted_Total_Consumption)_MWh,offshore_wind_speed,offshore_wind_gusts,offshore_temperature,offshore_wind_direction,onshore_temperature_2m_c,onshore_wind_speed_10m_kmh,onshore_wind_direction_10m_deg,onshore_wind_gusts_10m_kmh,Date,Carbon,Coal,Gas,hour,day_of_week,month,is_weekend,is_peak_hour,forecast_residual_load_mwh,renewable_penetration_ratio,solar_to_wind_ratio,price_lag_24h,price_lag_168h,price_volatility_24h,PV_and_Wind_Last_Year,Absolute_Difference_MWh,Percentage_Change_%,demand_ramp_3h_mw,spatial_wind_variance,wind_speed_volatility_delta,gas_generation_cost_floor_eur,gas_ttf_5d_variance,carbon_eua_5d_variance,heating_degree_days,cooling_degree_days,solar_saturation_index,regime_saturation_flag,Gas_1d_lag,Carbon_1d_lag,Coal_1d_lag
10,8817,2024-01-03 09:00:00,57.0,2024-01-03 10:00:00+01:00,74916.73,49817.5,3896.0,41776.0,4145.5,3896.0,63165.5,29.4274,48.627,6.1674,39.7006909221359,9.2,24.75,230.75,53.72500000000001,2024-01-03,73.31999969482422,109.25,32.79499816894531,9,2,1,0,1,13348.0,0.7886821127373832,0.09076677174400796,68.98,75.19,34.11404274369693,17341.0,32476.5,187.28158699036965,4691.0,10.939035379999995,-449.9713057449999,75.66679032897949,0.3478432441644865,1.8493453009865335,5.800000000000001,0.0,0.06562918047579308,0,30.57200050354004,71.8949966430664,106.1500015
11,8818,2024-01-03 10:00:00,54.89,2024-01-03 11:00:00+01:00,75198.71,51124.75,3833.25,41816.75,5474.75,3833.25,63819.75,25.8457,41.4958,6.1674,29.487069969567788,9.275,25.275,230.25,55.55,2024-01-03,73.31999969482422,109.25,32.79499816894531,10,2,1,0,1,12695.0,0.8010803864319305,0.11992880610735403,73.54,74.71,33.8266948866788,19410.25,31714.5,163.39047668113497,2796.25,0.16284924500000125,-492.91763587500003,75.66679032897949,0.3657127189895192,1.9942893417754066,5.725,0.0,0.08578457294398918,0,30.57200050354004,71.8949966430664,106.1500015
12,8819,2024-01-03 11:00:00,53.89,2024-01-03 12:00:00+01:00,74746.71,51242.0,3780.25,41494.5,5967.25,3780.25,63694.0,25.9294,36.432,5.8676,22.483771574260416,9.325,26.6,234.5,59.6,2024-01-03,73.31999969482422,109.25,32.79499816894531,11,2,1,0,1,12452.0,0.8045027787853639,0.1318008381864503,78.16,73.79,33.329142161329095,20419.0,30823.0,150.9525441990303,1334.5,0.2248521800000002,-576.4906622399998,75.66679032897949,0.38268358259185786,2.1371573955898953,5.675000000000001,0.0,0.09368621846740882,0,30.57200050354004,71.8949966430664,106.1500015
13,8820,2024-01-03 12:00:00,54.42,2024-01-03 13:00:00+01:00,72861.5,49682.5,3696.25,40625.5,5360.75,3696.25,62777.75,23.1968,36.2157,5.634399999999999,20.25077066968103,9.55,25.025,235.0,59.325,2024-01-03,73.31999969482422,109.25,32.79499816894531,12,2,1,0,1,13095.25,0.7914030049195132,0.12095077470520663,78.87,71.88,32.58285314149942,20066.0,29616.5,147.59543506428784,-387.75,1.671157619999998,-646.1524543849998,75.66679032897949,0.39875583497150247,2.277949462429999,5.449999999999999,0.0,0.08539251564680281,0,30.57200050354004,71.8949966430664,106.1500015
14,8821,2024-01-03 13:00:00,60.86,2024-01-03 14:00:00+01:00,69486.98,46541.25,3566.0,39303.0,3672.25,3566.0,61316.0,19.9988,32.5511,5.2513,9.760570403133906,9.325,23.825000000000003,235.0,56.60000000000001,2024-01-03,73.31999969482422,109.25,32.79499816894531,13,2,1,0,0,14774.75,0.7590392392264598,0.08566213345642255,79.24,73.64,31.758651608541125,17958.5,28582.75,159.1600077957513,-2503.75,7.319903220000014,-434.41737822500005,75.66679032897949,0.4139294761284531,2.4166655422957177,5.675000000000001,0.0,0.05989056688957359,0,30.57200050354004,71.8949966430664,106.1500015
15,8822,2024-01-03 14:00:00,67.18,2024-01-03 15:00:00+01:00,66466.35,42543.25,3434.0,37643.25,1466.0,3434.0,61013.75,19.5821,28.903,5.1014,359.395551545244,8.85,22.450000000000003,238.25,54.975,2024-01-03,73.31999969482422,109.25,32.79499816894531,14,2,1,0,0,18470.5,0.6972731555268651,0.035688854527581845,79.96,79.95,31.01417102175398,15289.25,27254.0,178.25596415782329,-2680.25,4.112425205000006,-183.94537463999998,75.66679032897949,0.42820450606270966,2.5533056351870504,6.15,0.0,0.024027370875576836,0,30.57200050354004,71.8949966430664,106.1500015
16,8823,2024-01-03 15:00:00,73.59,2024-01-03 16:00:00+01:00,64684.65,39261.75,3293.75,35835.75,132.25,3293.75,61369.75,19.0157,28.3861,5.1181,9.031877460573911,8.575,20.875,238.75,53.025,2024-01-03,73.31999969482422,109.25,32.79499816894531,15,2,1,0,0,22108.0,0.6397573722168075,0.0033798029610958985,83.46,79.77,30.409719696055912,15037.25,24224.5,161.09661008495567,-1408.0,1.728498245000002,-90.35887936000002,75.66679032897949,0.44158092477427224,2.687869741103999,6.425000000000001,0.0,0.0021549704859226294,0,30.57200050354004,71.8949966430664,106.1500015
17,8824,2024-01-03 16:00:00,82.28,2024-01-03 17:00:00+01:00,65147.97,37168.0,3173.5,33994.5,0.0,3173.5,63382.25,21.5479,30.9855,4.9348,11.27328667301128,8.35,19.025,238.25,49.475,2024-01-03,73.31999969482422,109.25,32.79499816894531,16,2,1,0,0,26214.25,0.5864102330563509,0.0,80.92,80.32,29.85665080181276,17087.5,20080.5,117.5157278712509,2066.25,3.1825122049999996,-90.159004915,75.66679032897949,0.4540587322631408,2.8203578600465633,6.65,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
18,8825,2024-01-03 17:00:00,82.97,2024-01-03 18:00:00+01:00,64903.91,35340.5,3070.25,32270.25,0.0,3070.25,63974.75,23.4133,34.1513,4.6348,20.24839284111022,8.100000000000001,18.65,235.25,43.45,2024-01-03,73.31999969482422,109.25,32.79499816894531,17,2,1,0,1,28634.25,0.5524132567063703,0.0,74.95,74.35,29.939889779355187,19320.5,16020.0,82.91710877047696,2961.0,11.344513445000004,-161.06308087500003,75.66679032897949,0.4656379285293153,2.950769992014743,6.899999999999999,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
19,8826,2024-01-03 18:00:00,79.03,2024-01-03 19:00:00+01:00,62866.12,33875.5,3002.5,30873.0,0.0,3002.5,62600.75,24.6795,34.36559999999999,4.3515,26.74708386325894,7.799999999999999,18.775,234.5,40.675,2024-01-03,73.31999969482422,109.25,32.79499816894531,18,2,1,0,1,28725.25,0.5411356891824561,0.0,63.18,64.85,30.393611874102106,21873.5,12002.0,54.870048231878755,1231.0,17.431560125000015,-285.7785275549999,75.66679032897949,0.47631851357279575,3.0791061370085377,7.200000000000001,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
20,8827,2024-01-03 19:00:00,73.23,2024-01-03 20:00:00+01:00,58546.96,32939.75,3033.25,29906.5,0.0,3033.25,59482.75,26.1457,37.5175,4.3181,27.25077066968101,7.575,17.9,234.5,39.77499999999999,2024-01-03,73.31999969482422,109.25,32.79499816894531,19,2,1,0,1,26543.0,0.5537697903083213,0.0,57.11,54.73,31.086343706460074,24162.0,8777.75,36.32873934276964,-3899.5,33.995784245000024,-412.46520137499994,75.66679032897949,0.48610048739358225,3.2053662950279476,7.425,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
21,8828,2024-01-03 20:00:00,67.41,2024-01-03 21:00:00+01:00,55834.3,32206.5,3148.0,29058.5,0.0,3148.0,55861.0,26.9614,39.6181,4.2847,25.49868970658009,7.375,17.075,236.75,38.525000000000006,2024-01-03,73.31999969482422,109.25,32.79499816894531,20,2,1,0,1,23654.5,0.576547143700158,0.0,46.89,24.74,31.6294552885086,26282.25,5924.25,22.54087834945638,-8113.75,48.87045248000002,-549.5849939999999,75.66679032897949,0.4949838499916746,3.3295504660729724,7.625,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
22,8829,2024-01-03 21:00:00,65.0,2024-01-03 22:00:00+01:00,53498.05,31433.5,3288.5,28145.0,0.0,3288.5,52582.0,28.1596,37.6127,4.1513,30.50064616445525,7.275,17.824999999999996,238.5,38.275,2024-01-03,73.31999969482422,109.25,32.79499816894531,21,2,1,0,1,21148.5,0.5977996271351794,0.0,40.0,16.99,32.064136177422384,27825.25,3608.25,12.967538476743245,-10018.75,53.401978580000055,-696.5386318649998,75.66679032897949,0.5029686013670726,3.451658650143613,7.725,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
23,8830,2024-01-03 22:00:00,58.12,2024-01-03 23:00:00+01:00,52453.31,31180.5,3452.75,27727.75,0.0,3452.75,48839.25,28.4757,41.29699999999999,4.0346,25.34227058399524,7.025,17.725,240.25,37.975,2024-01-03,73.31999969482422,109.25,32.79499816894531,22,2,1,0,0,17658.75,0.6384311797092643,0.0,7.43,0.01,32.398603630559215,29341.75,1838.75,6.266667802704337,-10643.5,57.78877524499998,-644.5227102,75.66679032897949,0.5100547415197764,3.5716908472398683,7.975,0.0,0.0,0,30.57200050354004,71.8949966430664,106.1500015
24,8831,2024-01-03 23:00:00,57.3,2024-01-04 00:00:00+01:00,52839.92,35351.75,3441.25,31910.5,0.0,3441.25,45412.25,29.0918,40.8097,3.7346,25.190650816986484,6.825,17.75,243.0,38.875,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,23,2,1,0,0,10060.5,0.778462859519521,0.0,-0.08,-0.02,31.61472771819478,29690.25,5661.5,19.068549439630857,-10448.75,64.31821362,-340.5765195,80.40063627624512,0.5143644721420139,3.6094704995139253,8.175,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
25,8832,2024-01-04 00:00:00,50.46,2024-01-04 01:00:00+01:00,52433.59,35534.75,3546.25,31988.5,0.0,3546.25,43433.0,31.9073,43.524,3.7179,22.488618033069606,6.775,17.6,243.25,38.975,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,0,3,1,0,0,7898.25,0.8181509449455135,0.0,-1.23,-0.78,30.177386713241464,31582.25,3952.5,12.51494114573851,-9149.0,102.34941664499998,59.43301006499999,80.40063627624512,0.518646468208454,3.6457433741980396,8.225,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
26,8833,2024-01-04 01:00:00,40.0,2024-01-04 02:00:00+01:00,52551.71,35898.5,3578.0,32320.5,0.0,3578.0,42684.0,32.8896,46.0224,3.4677999999999995,22.94343961778993,6.625,17.525,252.25,39.05,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,1,3,1,0,0,6785.5,0.8410294253488357,0.0,-1.3,-1.43,28.328352440491447,33699.5,2199.0,6.525319366756184,-6155.25,118.03546658000005,78.81578480000007,80.40063627624512,0.5229007297190965,3.6805094712922113,8.375,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
27,8834,2024-01-04 02:00:00,25.48,2024-01-04 03:00:00+01:00,53046.02,36409.25,3572.0,32837.25,0.0,3572.0,43109.25,33.3417,47.65839999999999,3.2678,23.008784444428084,6.324999999999999,17.15,255.75,38.7,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,2,3,1,0,0,6700.0,0.8445809192123311,0.0,-1.31,-1.39,26.271571423045426,34657.75,1751.5,5.05370371706184,-2303.0,131.08557444500008,118.96416360000008,80.40063627624512,0.5271272566739418,3.7137687907964407,8.675,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
28,8835,2024-01-04 03:00:00,35.0,2024-01-04 04:00:00+01:00,53698.83,36817.25,3592.25,33225.0,0.0,3592.25,44758.5,32.6091,47.6103,2.9342,25.5820875971022,6.000000000000001,17.65,268.75,39.525,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,3,3,1,0,0,7941.25,0.8225755999815508,0.0,-1.31,-1.42,24.43606114041125,35265.25,1552.0,4.400932929725438,1325.5,111.88733640499999,76.98515940000001,80.40063627624512,0.5313260490729896,3.745521332710728,9.0,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
29,8836,2024-01-04 04:00:00,57.73,2024-01-04 05:00:00+01:00,55225.94,37028.25,3583.25,33445.0,0.0,3583.25,48457.5,31.7598,46.5952,2.7674,27.757073873310908,5.65,17.675,276.5,38.525000000000006,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,4,3,1,0,0,11429.25,0.7641386780654926,0.0,-1.38,-0.27,21.951096729887425,38607.5,-1579.25,-4.090526452114227,5773.5,99.19079551999997,61.96874071499994,80.40063627624512,0.5354971069162401,3.775767097035073,9.35,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
30,8837,2024-01-04 05:00:00,72.65,2024-01-04 06:00:00+01:00,58283.86,37136.75,3451.0,33685.75,0.0,3451.0,54464.0,30.959200000000003,44.4946,2.5173,31.757073873310915,5.175000000000001,19.15,285.0,42.2,2024-01-04,71.3550033569336,112.4000015,33.40999984741211,5,3,1,0,0,17327.25,0.6818586588054754,0.0,1.09,0.02,18.499113316000024,42336.5,-5199.75,-12.281955286809254,11354.75,69.72860232000005,25.14536640000003,80.40063627624512,0.539640430203693,3.804506083769475,9.825,0.0,0.0,0,32.79499816894531,73.31999969482422,109.25
